reaction_id,original_smiles,reaction_core,reaction_template
69,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:6]([H:13])[C:5][C:4]1([H:14])[H:15])([H:7])([H:8])[H:9],[C:3][H:13].[C:5]#[N:6]>>[C:3][N:6]([C:5])[H:13],C[#1].C#N>>CN(C)[#1]
70,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[C:4]([C:5]#[N:6])[H:14])([H:7])([H:8])[H:9].[H:10][H:15],[C:2]([C:4][H:15])[H:10]>>[C:2]=[C:4].[H:10][H:15],C(C[#1])[#1]>>C=C.[#1][#1]
71,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C:2]([C:3]([O+:5]=[C-:4][H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:3][C:4]=[O:5]>>[C:3][O+:5]=[C-:4],CC=O>>C[O&+]=[C&-]
72,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[H:10])([H:6])([H:7])[H:8].[C:4](=[O:5])([H:9])[H:13],[C:2]([C:3][C:4])[H:9]>>[C:2]=[C:3].[C:4][H:9],C(CC)[#1]>>C=C.C[#1]
73,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1](=[C:2]([H:9])[H:10])([H:6])[H:8].[C:3](=[C:4]([O:5][H:7])[H:13])([H:11])[H:12],[C:1]([C:2][C:3])[H:7].[O:5]>>[C:1]=[C:2].[C:3].[O:5][H:7],C(CC)[#1].O>>C=C.C.O[#1]
74,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([H:6])([H:7])([H:8])[H:11].[C:2](=[C:3]([C:4](=[O:5])[H:13])[H:12])([H:9])[H:10],[C:1][C:2][C:3][H:11]>>[C:1][H:11].[C:2]=[C:3],CCC[#1]>>C[#1].C=C
75,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C-:4]#[O+:5].[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([H:9])[H:10])([H:6])([H:7])[H:8],[C:3][C:4](=[O:5])[H:13]>>[C-:4]#[O+:5].[C:3][H:13],CC(=O)[#1]>>[C&-]#[O&+].C[#1]
76,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C:2]([O:5][C:4](=[C:3]([H:11])[H:12])[H:13])([H:9])[H:10])([H:6])([H:7])[H:8],[C:2][C:3].[O:5]>>[C:2][O:5].[C:3],CC.O>>CO.C
77,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C:2](/[C:3](=[C:4](\[O:5][H:11])[H:13])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:3][H:11].[O:5]>>[C:3].[O:5][H:11],C[#1].O>>C.O[#1]
78,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]1([O:5][H:9])[H:13])([H:6])([H:7])[H:8],[C:2][H:9].[C:4]=[O:5]>>[C:2][C:4][O:5][H:9],C[#1].C=O>>CCO[#1]
79,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N:1]([C:2]1=[N:6][C:5]([H:11])=[N:4][C:3]1([H:9])[H:10])([H:7])[H:8],[c:2]1[c:3][n:4]([H:10])[c:5][n:6]1>>[C:2]1=[N:6][C:5]=[N:4][C:3]1[H:10],c1cn([#1])cn1>>C1=NC=NC1[#1]
80,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N:1]([C:2]1=[N:6][C@:3]1(/[C:5](=[N:4]/[H:10])[H:11])[H:9])([H:7])[H:8],[c:2]1[c:3][n:4][c:5][n:6]1>>[C:2]1=[N:6][C:3]1[C:5]=[N:4],c1cncn1>>C1=NC1C=N
81,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N:1](=[C:2]1/[C:3]([H:8])([H:9])[N:4]([H:10])[C:5]([H:11])=[N:6]1)\[H:7],[N:1]([c:2]1[c:3][n:4][c:5][n:6]1)[H:8]>>[N:1]=[C:2]1[C:3]([H:8])[N:4][C:5]=[N:6]1,N(c1cncn1)[#1]>>N=C1C([#1])NC=N1
82,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N:1]([C@@:2]1(/[C:3](=[N:4]/[H:10])[H:9])[C:5]([H:11])=[N:6]1)([H:7])[H:8],[c:2]1[c:3][n:4][c:5][n:6]1>>[C:2]1([C:3]=[N:4])[C:5]=[N:6]1,c1cncn1>>C1(C=N)C=N1
83,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[C:5](#[N:6])[H:11].[N:1]([C:2]/[C:3](=[N:4]/[H:10])[H:9])([H:7])[H:8],[c:2]1[c:3][n:4][c:5][n:6]1>>[C:2][C:3]=[N:4].[C:5]#[N:6],c1cncn1>>CC=N.C#N
84,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N:1]([C:2]1=[C:3]([H:9])[N:4]([H:10])[C:5][N:6]1[H:11])([H:7])[H:8],[c:2]1[c:3][n:4][c:5]([H:11])[n:6]1>>[C:2]1=[C:3][N:4][C:5][N:6]1[H:11],c1cnc([#1])n1>>C1=CNCN1[#1]
85,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N+:1]([c:2]1[c-:3][n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[N:1].[c:3][H:9]>>[N+:1][H:9].[c-:3],N.c[#1]>>[N&+][#1].[c&-]
86,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N:1](=[C:2]1[C-:3]([H:9])[N+:4]([H:8])([H:10])[C:5]([H:11])=[N:6]1)[H:7],[N:1]([c:2]1[c:3][n:4][c:5][n:6]1)[H:8]>>[N:1]=[C:2]1[C-:3][N+:4]([H:8])[C:5]=[N:6]1,N(c1cncn1)[#1]>>N=C1[C&-][N&+]([#1])C=N1
87,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N:1]([C:2]1=[N:6][C:5]([H:10])([H:11])[N:4]=[C:3]1[H:9])([H:7])[H:8],[c:2]1[c:3][n:4]([H:10])[c:5][n:6]1>>[C:2]1=[N:6][C:5]([H:10])[N:4]=[C:3]1,c1cn([#1])cn1>>C1=NC([#1])N=C1
88,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N-:1]([c:2]1[c:3]([H:9])[n+:4]([H:10])[c:5]([H:11])[n:6]1[H:7])[H:8],[N:1][H:7].[n:6]>>[N-:1].[n:6][H:7],N[#1].n>>[N&-].n[#1]
89,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N:1]([C:2]#[N+:6][C-:5]([N+:4](=[C-:3][H:9])[H:10])[H:11])([H:7])[H:8],[c:2]1[c:3][n:4][c:5][n:6]1>>[C:2]#[N+:6][C-:5][N+:4]=[C-:3],c1cncn1>>C#[N&+][C&-][N&+]=[C&-]
90,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N:1]([C@:2]1([H:9])[C-:3]=[N+:4]([H:10])[C:5]([H:11])=[N:6]1)([H:7])[H:8],[c:2]1[c:3]([H:9])[n:4][c:5][n:6]1>>[C:2]1([H:9])[C-:3]=[N+:4][C:5]=[N:6]1,c1c([#1])ncn1>>C1([#1])[C&-]=[N&+]C=N1
91,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8]>>[N:1]([C:2](/[C:3](=[N:4]/[H:10])[H:9])=[N+:6]=[C-:5][H:11])([H:7])[H:8],[c:2]1[c:3][n:4][c:5][n:6]1>>[C:2]([C:3]=[N:4])=[N+:6]=[C-:5],c1cncn1>>C(C=N)=[N&+]=[C&-]
92,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@@:4]([H:12])([C:5]1([H:11])[H:13])[N:6]23,[C:4]([C:5][N:6])[H:11]>>[C:4]([C:5][H:11])[N:6],C(CN)[#1]>>C(C[#1])N
93,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23>>[C:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C:4]([H:11])([H:12])[C:5]([H:8])([H:13])[N:6]12)[H:7],[C:1]([C:5])[H:8]>>[C:1].[C:5][H:8],C(C)[#1]>>C.C[#1]
94,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]([H:10])([C:4]([H:11])([H:12])[C:5]1)[N:6]2[H:13],[C:5]([N:6])[H:13]>>[C:5].[N:6][H:13],C(N)[#1]>>C.N[#1]
95,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C@:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:9])[N:6]=[C:5]1[H:13],[C:3]1[C:4][C:5][N:6]1>>[C:3]=[C:4].[C:5]=[N:6],C1CCN1>>C=C.C=N
96,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23>>[C:1](=[C:5]([C:4]([C@:3]1([H:10])[C:2]([H:9])=[N:6]1)([H:11])[H:12])[H:13])([H:7])[H:8],[C:1]1[C:2][N:6][C:5]1>>[C:1]=[C:5].[C:2]=[N:6],C1CNC1>>C=C.C=N
97,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23>>[C:1]([C:2][H:9])([C@:5]1([H:13])[C:4]([H:11])([H:12])[C:3]([H:10])=[N:6]1)([H:7])[H:8],[C:2]1[C:3][N:6]1>>[C:2].[C:3]=[N:6],C1CN1>>C.C=N
98,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[N:6]2[H:9],[C:2]([N:6])[H:9]>>[C:2].[N:6][H:9],C(N)[#1]>>C.N[#1]
99,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23>>[C:1]1([H:7])=[C:2]([H:9])[N:6]2[C:3]([H:8])([H:10])[C:4]([H:11])([H:12])[C@@:5]12[H:13],[C:1]([C:2][C:3])[H:8]>>[C:1]=[C:2].[C:3][H:8],C(CC)[#1]>>C=C.C[#1]
100,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C:2][C@@:6]2([H:13])[C@@:4]([H:11])([C:3]1([H:9])[H:10])[N:5]2[H:12],[C:2]([C:3])[H:9]>>[C:2].[C:3][H:9],C(C)[#1]>>C.C[#1]
101,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]([C@:3]1([H:10])[C:2]([H:9])=[C:6]([H:13])[N:5]=[C:4]1[H:11])([H:7])([H:8])[H:12],[C:1][C:2][C:6]1[C:4][N:5]1[H:12]>>[C:1][H:12].[C:2]=[C:6][N:5]=[C:4],CCC1CN1[#1]>>C[#1].C=CN=C
102,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1](=[C:3]([C@@:4]1([H:11])[N:5]([H:12])[C@:6]1([C:2][H:9])[H:13])[H:10])([H:7])[H:8],[C:1]1[C:2][C:3]1>>[C:1]=[C:3].[C:2],C1CC1>>C=C.C
103,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4]([H:11])([H:13])[N:5]([H:12])[C:6]2,[C:4][C:6][H:13]>>[C:4][H:13].[C:6],CC[#1]>>C[#1].C
104,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]2([N:5]([C:6][H:13])[H:12])[H:11],[C:2][C:6][C:4]>>[C:2][C:4].[C:6],CCC>>CC.C
105,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])=[C:2]([H:9])[C:3]1([C@@:4]1([H:11])[N:5]=[C:6]1[H:13])[H:10].[H:8][H:12],[C:1]([C:2][C:6][N:5][H:12])[H:8]>>[C:1]=[C:2].[H:8][H:12].[N:5]=[C:6],C(CCN[#1])[#1]>>C=C.[#1][#1].N=C
106,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N+:5]1([H:12])[C-:4]([H:11])[C@:6]21[H:13],[C:3][C:4][N:5]>>[C:3][N+:5][C-:4],CCN>>C[N&+][C&-]
107,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C:2]([C@@:6]2([H:13])[C:4][N:5]2[H:12])([H:9])[C:3]1([H:10])[H:11],[C:3][C:4][H:11]>>[C:3][H:11].[C:4],CC[#1]>>C[#1].C
108,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C:2][C@@:3]1([C@@:4]1([H:11])[N:5]([H:12])[C:6]1([H:9])[H:13])[H:10],[C:2]([C:6])[H:9]>>[C:2].[C:6][H:9],C(C)[#1]>>C.C[#1]
109,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]([N:5]([H:12])[H:13])([H:11])[C:6]2,[N:5][C:6][H:13]>>[C:6].[N:5][H:13],NC[#1]>>C.N[#1]
110,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:13])[C@@:4]2([H:11])[C@:3]1([H:10])[N:5]2[H:12],[C:2]([C:3])[C:6][N:5]>>[C:2]=[C:6].[C:3][N:5],C(C)CN>>C=C.CN
111,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4]([H:11])=[N:5][C:6]2([H:12])[H:13],[C:4]1[N:5]([H:12])[C:6]1>>[C:4]=[N:5][C:6][H:12],C1N([#1])C1>>C=NC[#1]
112,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:13])[N:5]([H:12])[C:4]([H:11])=[C:3]1[H:10],[C:2]1[C:3][C:4][C:6]1>>[C:2]=[C:6].[C:3]=[C:4],C1CCC1>>C=C.C=C
113,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]([C@:3]1([H:10])[C@@:2]2([H:9])[C@:4]1([H:11])[N:5]=[C:6]2[H:13])([H:7])([H:8])[H:12],[C:1][C:2][C:6]1[C:4][N:5]1[H:12]>>[C:1][H:12].[C:2]1[C:4][N:5]=[C:6]1,CCC1CN1[#1]>>C[#1].C1CN=C1
114,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1>>[C:4](=[C:5]=[O:6])([H:7])[H:8].[O:1]=[C:2]=[O:3],[c:2]1[o:3][c:4][c:5]([H:8])[o:6]1>>[C:2]=[O:3].[C:4](=[C:5]=[O:6])[H:8],c1occ([#1])o1>>C=O.C(=C=O)[#1]
115,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1>>[O:1]=[C:2]1[C@:5]([C:4](=[O:3])[H:7])([H:8])[O:6]1,[c:2]1[o:3][c:4][c:5][o:6]1>>[C:2]1[C:5]([C:4]=[O:3])[O:6]1,c1occo1>>C1C(C=O)O1
116,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1>>[O:1]=[C:2]1[O+:3]=[C-:4][C:5]([H:7])([H:8])[O:6]1,[c:2]1[o:3][c:4]([H:7])[c:5][o:6]1>>[C:2]1[O+:3]=[C-:4][C:5]([H:7])[O:6]1,c1oc([#1])co1>>C1[O&+]=[C&-]C([#1])O1
117,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1>>[O:1]=[C:2]([O:3][H:7])[O:6][C:5](=[C:4])[H:8],[c:2]1[o:3][c:4]([H:7])[c:5][o:6]1>>[C:2]([O:3][H:7])[O:6][C:5]=[C:4],c1oc([#1])co1>>C(O[#1])OC=C
118,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[C:5](=[O:6])([H:10])[H:11].[N:1](=[C:2](/[C:3](=[O:4])[H:8])[H:9])\[H:7],[C:2]1[C:3]([H:9])[O:4][C:5][O:6]1>>[C:2]([C:3]=[O:4])[H:9].[C:5]=[O:6],C1C([#1])OCO1>>C(C=O)[#1].C=O
119,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1](=[C:2](\[O:6][C:5]([O+:4]=[C-:3][H:9])([H:10])[H:11])[H:8])\[H:7],[C:2][C:3]([O:4])[H:8]>>[C-:3]=[O+:4].[C:2][H:8],CC(O)[#1]>>[C&-]=[O&+].C[#1]
120,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[H:8][H:9].[N:1](=[C:2]1/[C-:3]=[O+:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[C:3]([O:4])([H:8])[H:9]>>[C-:3]=[O+:4].[H:8][H:9],C(O)([#1])[#1]>>[C&-]=[O&+].[#1][#1]
121,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1]1([H:7])[C:2](=[O:6])[C:3]([H:8])([H:9])[O:4][C:5]1([H:10])[H:11],[C:5][O:6].[N:1]>>[N:1][C:5].[O:6],CO.N>>NC.O
122,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1]#[C:2][C:3]([O:4][C:5]([O:6][H:7])([H:10])[H:11])([H:8])[H:9],[N:1](=[C:2][O:6])[H:7]>>[N:1]#[C:2].[O:6][H:7],N(=CO)[#1]>>N#C.O[#1]
123,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1]1([H:7])[C:2]2([C:3]1([H:8])[H:9])[O:4][C:5]([H:10])([H:11])[O:6]2,[N:1]=[C:2][C:3][O:4]>>[N:1]1[C:2]([O:4])[C:3]1,N=CCO>>N1C(O)C1
124,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1](=[C:2](/[C:3]([O+:4]=[C-:5][H:11])([H:8])[H:9])[O:6][H:10])\[H:7],[O:4][C:5]([O:6])[H:10]>>[O+:4]=[C-:5].[O:6][H:10],OC(O)[#1]>>[O&+]=[C&-].O[#1]
125,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1](=[C:2](/[C:3]([O:4][H:11])([H:8])[H:9])[O+:6]=[C-:5][H:10])\[H:7],[O:4][C:5]([O:6])[H:11]>>[C-:5]=[O+:6].[O:4][H:11],OC(O)[#1]>>[C&-]=[O&+].O[#1]
126,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1]([C:2]1=[C:3]([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)([H:7])[H:8],[C:3][H:8].[N:1]>>[C:3].[N:1][H:8],C[#1].N>>C.N[#1]
127,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1]1([H:7])[C:2](=[O:6])[C:3]1([H:8])[H:9].[O:4]=[C:5]([H:10])[H:11],[C:3][O:4][C:5][O:6].[N:1]>>[N:1][C:3].[O:4]=[C:5].[O:6],COCO.N>>NC.O=C.O
128,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[O:1]([C+:2]=[C:3]([O-:4])[C:5]#[N:6])[H:7],[O:1]=[C:2][H:7].[O:4]>>[O-:4].[O:1]([C+:2])[H:7],O=C[#1].O>>[O&-].O([C&+])[#1]
129,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[C:3](=[O:4])=[C:5]=[N:6][H:7].[O+:1]#[C-:2],[O:1]=[C:2]([C:3][C:5]#[N:6])[H:7]>>[C:3]=[C:5]=[N:6][H:7].[O+:1]#[C-:2],O=C(CC#N)[#1]>>C=C=N[#1].[O&+]#[C&-]
130,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[O:1]=[C:2]([C:3](=[O:4])[N+:6]#[C-:5])[H:7],[C:3][C:5]#[N:6]>>[C:3][N+:6]#[C-:5],CC#N>>C[N&+]#[C&-]
131,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[C+:3]([O:4][H:7])=[C:5]=[N-:6].[O+:1]#[C-:2],[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[C+:3]([O:4][H:7])=[C:5]=[N-:6].[O+:1]#[C-:2],O=C(C(=O)C#N)[#1]>>[C&+](O[#1])=C=[N&-].[O&+]#[C&-]
132,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[O:1]=[C:2]([O+:4]=[C:3]=[C:5]=[N-:6])[H:7],[C:2][C:3](=[O:4])[C:5]#[N:6]>>[C:2][O+:4]=[C:3]=[C:5]=[N-:6],CC(=O)C#N>>C[O&+]=C=C=[N&-]
133,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]=[C:3]([C@@:4]1([H:9])[O:5][C:6]1([H:8])[H:10])[H:7],[C:2]([C:3][H:8])[C:6]>>[C:2]=[C:3].[C:6][H:8],C(C[#1])C>>C=C.C[#1]
134,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O-:1][C:2]1=[C+:6][C@@:4]([O:5][H:10])([H:9])[C:3]1([H:7])[H:8],[O:1].[O:5][C:6][H:10]>>[C+:6].[O-:1].[O:5][H:10],O.OC[#1]>>[C&+].[O&-].O[#1]
135,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[O:5][C@@:6]1([C:4][H:9])[H:10],[C:3][C:4][O:5]>>[C:3][O:5].[C:4],CCO>>CO.C
136,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]1[C:2](=[C:3]([H:7])[H:8])[C@@:6]1([C:4](=[O:5])[H:9])[H:10],[C:3][C:4]1[O:5][C:6]1.[O:1]>>[C:3].[O:1][C:6][C:4]=[O:5],CC1OC1.O>>C.OCC=O
137,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]([C@@:6]1([H:10])[C:3]([H:7])=[C:4]([H:9])[O:5]1)[H:8],[C:2]1[C:3]([H:8])[C:4][C:6]1>>[C:2]([C:6][C:3]=[C:4])[H:8],C1C([#1])CC1>>C(CC=C)[#1]
138,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O-:1][C:2]1=[C:6]=[O+:5][C:4]([H:9])([H:10])[C:3]1([H:7])[H:8],[C:4]1[O:5][C:6]1[H:10].[O:1]>>[C:4]([O+:5]=[C:6])[H:10].[O-:1],C1OC1[#1].O>>C([O&+]=C)[#1].[O&-]
